"first_level_code"|"first_level"|"second_level_code"|"second_level"|"third_level_code"|"third_level"|"source"|"v_sqkm"|"r_sqkm"|"old_first_level_code"|"geom"
51309|"Snake-Columbia shrub steppe"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"|"218532.688405777"|"218532.926738629"|51309|NULL
51310|"Sonoran desert"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"|"222598.317240033"|"222598.144825082"|51310|NULL
51311|"Tamaulipan matorral"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"|"16236.7682906947"|"16236.7343527133"|51311|NULL
51312|"Tamaulipan mezquital"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"|"141196.047953088"|"141196.031738433"|51312|NULL
51313|"Wyoming Basin shrub steppe"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"|"132577.084176765"|"132576.988432682"|51313|NULL
60101|"Araucaria moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"215673.20989588"|"215673.009417209"|60101|NULL
60102|"Atlantic Coast restingas"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"7393.3904112713"|"7392.22843719959"|60102|NULL
60103|"Bahia coastal forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"108888.085412853"|"108887.299097725"|60103|NULL
60104|"Bahia interior forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"229213.45214082"|"229216.887974543"|60104|NULL
60105|"Bolivian Yungas"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"90229.2075147743"|"90229.2582041475"|60105|NULL
60106|"Caatinga Enclaves moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"4776.2655134345"|"4776.27175622773"|60106|NULL
60107|"Caqueta moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"183358.314232651"|"183358.45938648"|60107|NULL
60108|"Catatumbo moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"22752.7508512091"|"22752.9231895601"|60108|NULL
60109|"Cauca Valley montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"31915.2719222887"|"31915.3158468225"|60109|NULL
60110|"Cayos Miskitos-San Andrés and Providencia moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"68.5222580584197"|"68.5979888702889"|60110|NULL
60111|"Central American Atlantic moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"89356.4044583831"|"89356.4426453834"|60111|NULL
60112|"Central American montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"13251.1043670163"|"13251.3930564596"|60112|NULL
60113|"Chiapas montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"5758.9388858806"|"5759.02419512068"|60113|NULL
60114|"Chimalapas montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"2076.65997972544"|"2076.66226612825"|60114|NULL
60115|"Chocó-Darién moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"72965.1531950747"|"72965.1834949106"|60115|NULL
60116|"Cocos Island moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"22.3167533198459"|"22.3206535748207"|60116|NULL
60117|"Cordillera La Costa montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"14273.0914462845"|"14273.0433452577"|60117|NULL
60118|"Cordillera Oriental montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"67577.15043501"|"67576.8878179288"|60118|NULL
60119|"Costa Rican seasonal moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"10601.5622984715"|"10601.470354015"|60119|NULL
60120|"Cuban moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"21190.5862192025"|"21190.0683420121"|60120|NULL
60121|"Eastern Cordillera real montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"102062.357197882"|"102062.179095054"|60121|NULL
60122|"Eastern Panamanian montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"3031.21048868152"|"3031.12810619573"|60122|NULL
60123|"Fernando de Noronha-Atol das Rocas moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"16.1253045344869"|"16.1171801771245"|60123|NULL
60124|"Guianan Highlands moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"145961.142078929"|"145960.98868612"|60124|NULL
60125|"Guianan moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"475593.205604881"|"475592.904762694"|60125|NULL
60126|"Gurupa varzeá"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"9849.41722583663"|"9849.45869188242"|60126|NULL
60127|"Hispaniolan moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"45578.3050391233"|"45577.3449502332"|60127|NULL
60128|"Iquitos varzeá"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"114506.36336904"|"114506.731568952"|60128|NULL
60129|"Isthmian-Atlantic moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"57791.1287467238"|"57791.0280390253"|60129|NULL
60130|"Isthmian-Pacific moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"28903.4691664423"|"28903.538876403"|60130|NULL
60131|"Jamaican moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"8258.77317737105"|"8258.67378724816"|60131|NULL
60132|"Japurá-Solimoes-Negro moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"268444.405061638"|"268444.392779375"|60132|NULL
60133|"Juruá-Purus moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"241492.722819591"|"241492.688153465"|60133|NULL
60134|"Leeward Islands moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"941.297839111154"|"941.269777832175"|60134|NULL
60135|"Madeira-Tapajós moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"716681.866716617"|"716681.936219779"|60135|NULL
60136|"Magdalena Valley montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"104598.325161697"|"104598.144220376"|60136|NULL
60137|"Magdalena-Urabá moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"76430.65993769"|"76431.1113148109"|60137|NULL
60138|"Marajó varzeá"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"82142.4810744369"|"82141.3166403216"|60138|NULL
60139|"Maranhăo Babaçu forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"141570.163309517"|"141570.091861248"|60139|NULL
60140|"Mato Grosso seasonal forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"412314.049706949"|"412313.696760543"|60140|NULL
60141|"Monte Alegre varzeá"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"66506.1770057419"|"66506.2336532343"|60141|NULL
60142|"Napo moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"250590.94139399"|"250590.80539239"|60142|NULL
60143|"Negro-Branco moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"200931.924141143"|"200932.403638655"|60143|NULL
60144|"Northeastern Brazil restingas"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"9914.42542488551"|"9913.95443908015"|60144|NULL
60145|"Northwestern Andean montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"80806.0672485092"|"80806.1541151725"|60145|NULL
60146|"Oaxacan montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"7576.91788863815"|"7576.84755021574"|60146|NULL
60147|"Orinoco Delta swamp forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"28005.0741111333"|"28005.1527687244"|60147|NULL
60148|"Pantanos de Centla"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"17099.8748870877"|"17099.9812735187"|60148|NULL
60149|"Guianan freshwater swamp forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"7657.64092757451"|"7657.60029223427"|60149|NULL
60150|"Alto Paraná Atlantic forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"482868.262643264"|"482868.443847227"|60150|NULL
60151|"Pernambuco coastal forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"17371.9008360988"|"17371.5604829936"|60151|NULL
60152|"Pernambuco interior forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"22462.0357940907"|"22461.3002194339"|60152|NULL
60153|"Peruvian Yungas"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"185961.878892744"|"185961.613283149"|60153|NULL
60154|"Petén-Veracruz moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"148388.328369149"|"148387.878284777"|60154|NULL
60155|"Puerto Rican moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"7411.60165850252"|"7411.13366978641"|60155|NULL
60156|"Purus varzeá"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"176760.369925434"|"176760.311408399"|60156|NULL
60157|"Purus-Madeira moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"173261.397480097"|"173261.466960722"|60157|NULL
60158|"Rio Negro campinarana"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"95986.1470249635"|"95985.7681922729"|60158|NULL
60159|"Santa Marta montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"4765.52425451762"|"4765.78502443046"|60159|NULL
60160|"Serra do Mar coastal forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"103878.00219098"|"103878.896318248"|60160|NULL
60161|"Sierra de los Tuxtlas"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"3872.19099212586"|"3872.17752586655"|60161|NULL
60162|"Sierra Madre de Chiapas moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"11217.8466496036"|"11217.8952802634"|60162|NULL
60163|"Solimőes-Japurá moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"166931.181258744"|"166930.924013939"|60163|NULL
60164|"South Florida rocklands"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"1975.10364683884"|"1974.8843373936"|60164|NULL
60165|"Southern Andean Yungas"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"75157.2866689844"|"75151.8503910823"|60165|NULL
60166|"Southwest Amazon moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"746652.78730757"|"746652.415265436"|60166|NULL
60167|"Talamancan montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"16274.4434733911"|"16274.372332423"|60167|NULL
60168|"Tapajós-Xingu moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"335099.353817296"|"335099.223672636"|60168|NULL
60169|"Pantepui"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"50675.1835790793"|"50675.5952333295"|60169|NULL
60170|"Tocantins/Pindare moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"191832.554647107"|"191832.781446901"|60170|NULL
60171|"Trinidad and Tobago moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"4617.65783168657"|"4618.04409743517"|60171|NULL
60172|"Trindade-Martin Vaz Islands tropical forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"9.25542897985172"|"9.25496454693666"|60172|NULL
60173|"Uatuma-Trombetas moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"469073.791625613"|"469073.73539083"|60173|NULL
60174|"Ucayali moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"114442.969456549"|"114443.083733222"|60174|NULL
60175|"Venezuelan Andes montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"29268.8995429905"|"29268.9390443938"|60175|NULL
60176|"Veracruz moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"68792.8115781237"|"68792.9644793846"|60176|NULL
60177|"Veracruz montane forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"4942.45309381806"|"4942.50049306844"|60177|NULL
60178|"Western Ecuador moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"33840.3598091263"|"33840.1438026599"|60178|NULL
60179|"Windward Islands moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"1989.10978467262"|"1989.20768945106"|60179|NULL
60180|"Xingu-Tocantins-Araguaia moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"264704.260431741"|"264704.290321789"|60180|NULL
60181|"Yucatán moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"69318.0131381533"|"69318.0429816853"|60181|NULL
60182|"Guianan piedmont and lowland moist forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|6|"Neotropics"|"teow"|"229835.856050084"|"229835.468020379"|60182|NULL
60201|"Apure-Villavicencio dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"68245.4046440685"|"68245.536992935"|60201|NULL
60202|"Atlantic dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"114660.154859543"|"114660.083675716"|60202|NULL
60204|"Bajío dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"37383.7680757452"|"37383.746698012"|60204|NULL
60205|"Balsas dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"62246.598462091"|"62246.6325282818"|60205|NULL
60206|"Bolivian montane dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"72779.5726627083"|"72779.7232852718"|60206|NULL
60207|"Cauca Valley dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"7312.79652428914"|"7312.73516449318"|60207|NULL
60209|"Central American dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"67543.6577802108"|"67543.1227261852"|60209|NULL
60210|"Dry Chaco"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"|"786789.490217629"|"786789.473026098"|60210|NULL
60211|"Chiapas Depression dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"13973.6324522533"|"13973.6709226598"|60211|NULL
60212|"Chiquitano dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"229765.954056098"|"229766.485502759"|60212|NULL
60213|"Cuban dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"65488.8467063328"|"65488.3230751645"|60213|NULL
60214|"Ecuadorian dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"21050.3106971907"|"21050.1807892493"|60214|NULL
60215|"Hispaniolan dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"15354.3121826504"|"15353.6389457088"|60215|NULL
60216|"Islas Revillagigedo dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"154.274325317165"|"154.26285380689"|60216|NULL
60217|"Jalisco dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"25451.3463175206"|"25451.256437085"|60217|NULL
60218|"Jamaican dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"2235.63381253152"|"2236.35832938199"|60218|NULL
60219|"Lara-Falcón dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"16868.4704956305"|"16868.5189266233"|60219|NULL
60220|"Lesser Antillean dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"836.088643597254"|"836.084595592569"|60220|NULL
60221|"Magdalena Valley dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"19548.734105958"|"19548.6494198111"|60221|NULL
60222|"Maracaibo dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"30052.8848517537"|"30052.6387511325"|60222|NULL
60223|"Marańón dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"11322.2997885976"|"11322.3802144092"|60223|NULL
60224|"Panamanian dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"5065.13702205993"|"5065.18069514758"|60224|NULL
60225|"Patía Valley dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"2260.58036992706"|"2260.63557770384"|60225|NULL
60226|"Puerto Rican dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"1225.89079899391"|"1225.63610141763"|60226|NULL
60227|"Sierra de la Laguna dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"3953.71777032478"|"3953.77662652473"|60227|NULL
60228|"Sinaloan dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"77318.2715920897"|"77317.3057416683"|60228|NULL
60229|"Sinú Valley dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"24878.2911948405"|"24878.4321972647"|60229|NULL
60230|"Southern Pacific dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"42039.3030657253"|"42039.5511294547"|60230|NULL
60232|"Tumbes-Piura dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"41085.9835321899"|"41085.8897799957"|60232|NULL
60233|"Veracruz dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"6605.43199433592"|"6605.43168423331"|60233|NULL
60235|"Yucatán dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|6|"Neotropics"|"teow"|"49601.4608498621"|"49601.5731742868"|60235|NULL
60301|"Bahamian pine mosaic"|3|"Tropical & Subtropical Coniferous Forests"|6|"Neotropics"|"teow"|"6244.04770305001"|"6243.52229009509"|60301|NULL
60302|"Belizian pine forests"|3|"Tropical & Subtropical Coniferous Forests"|6|"Neotropics"|"teow"|"2815.30866040558"|"2815.32550982015"|60302|NULL
60303|"Central American pine-oak forests"|3|"Tropical & Subtropical Coniferous Forests"|6|"Neotropics"|"teow"|"110941.506783089"|"110941.317741618"|60303|NULL
60304|"Cuban pine forests"|3|"Tropical & Subtropical Coniferous Forests"|6|"Neotropics"|"teow"|"6359.86282179283"|"6359.4853821982"|60304|NULL
60305|"Hispaniolan pine forests"|3|"Tropical & Subtropical Coniferous Forests"|6|"Neotropics"|"teow"|"11560.0434019384"|"11560.0174180803"|60305|NULL
60306|"Miskito pine forests"|3|"Tropical & Subtropical Coniferous Forests"|6|"Neotropics"|"teow"|"18236.7388676742"|"18236.6473665323"|60306|NULL
60307|"Sierra de la Laguna pine-oak forests"|3|"Tropical & Subtropical Coniferous Forests"|6|"Neotropics"|"teow"|"1061.07359388229"|"1061.04513261594"|60307|NULL
60308|"Sierra Madre de Oaxaca pine-oak forests"|3|"Tropical & Subtropical Coniferous Forests"|6|"Neotropics"|"teow"|"14298.3100389388"|"14298.3203431086"|60308|NULL
60309|"Sierra Madre del Sur pine-oak forests"|3|"Tropical & Subtropical Coniferous Forests"|6|"Neotropics"|"teow"|"60973.4879621311"|"60973.5681320837"|60309|NULL
60310|"Trans-Mexican Volcanic Belt pine-oak forests"|3|"Tropical & Subtropical Coniferous Forests"|6|"Neotropics"|"teow"|"92025.5294662454"|"92025.1645477885"|60310|NULL
60401|"Juan Fernández Islands temperate forests"|4|"Temperate Broadleaf & Mixed Forests"|6|"Neotropics"|"teow"|"90.2785620054394"|"90.2393016423456"|60401|NULL
60402|"Magellanic subpolar forests"|4|"Temperate Broadleaf & Mixed Forests"|6|"Neotropics"|"teow"|"155990.759424825"|"155989.244709485"|60402|NULL
60403|"San Félix-San Ambrosio Islands temperate forests"|4|"Temperate Broadleaf & Mixed Forests"|6|"Neotropics"|"teow"|"1.72595469069982"|"1.72596818753769"|60403|NULL
60404|"Valdivian temperate forests"|4|"Temperate Broadleaf & Mixed Forests"|6|"Neotropics"|"teow"|"245295.168051005"|"245289.740476826"|60404|NULL
60702|"Beni savanna"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"|"125589.145829282"|"125589.591794159"|60702|NULL
60703|"Campos Rupestres montane savanna"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"|"26312.9381028115"|"26312.936948571"|60703|NULL
60704|"Cerrado"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"|"1910038.90362639"|"1910037.55710603"|60704|NULL
60705|"Clipperton Island shrub and grasslands"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"|"0.889756386721052"|"0.887232494678445"|60705|NULL
60707|"Guianan savanna"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"|"104397.552402529"|"104397.754178203"|60707|NULL
60708|"Humid Chaco"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"|"291595.254614638"|"291591.541662534"|60708|NULL
60709|"Llanos"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"|"375786.605781521"|"375786.463136194"|60709|NULL
60710|"Uruguayan savanna"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"|"351670.442443422"|"351671.238241891"|60710|NULL
60801|"Espinal"|8|"Temperate Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"|"298632.7803908"|"298633.904336131"|60801|NULL
60802|"Low Monte"|8|"Temperate Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"|"353572.917953184"|"353575.948477383"|60802|NULL
60803|"Humid Pampas"|8|"Temperate Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"|"398391.902363882"|"398386.107345346"|60803|NULL
60805|"Patagonian steppe"|8|"Temperate Grasslands, Savannas & Shrublands"|6|"Neotropics"|"teow"|"574936.047912471"|"574942.420967706"|60805|NULL
60902|"Cuban wetlands"|9|"Flooded Grasslands & Savannas"|6|"Neotropics"|"teow"|"5629.94459781535"|"5629.77220225414"|60902|NULL
60903|"Enriquillo wetlands"|9|"Flooded Grasslands & Savannas"|6|"Neotropics"|"teow"|"627.647238634891"|"627.652202382006"|60903|NULL
60904|"Everglades"|9|"Flooded Grasslands & Savannas"|6|"Neotropics"|"teow"|"19944.7898405747"|"19944.5910913253"|60904|NULL
60905|"Guayaquil flooded grasslands"|9|"Flooded Grasslands & Savannas"|6|"Neotropics"|"teow"|"2923.87733902795"|"2923.90106083209"|60905|NULL
60906|"Orinoco wetlands"|9|"Flooded Grasslands & Savannas"|6|"Neotropics"|"teow"|"5988.43661741819"|"5988.27835178757"|60906|NULL
60907|"Pantanal"|9|"Flooded Grasslands & Savannas"|6|"Neotropics"|"teow"|"170501.126040079"|"170501.434422178"|60907|NULL
60908|"Paraná flooded savanna"|9|"Flooded Grasslands & Savannas"|6|"Neotropics"|"teow"|"37024.8232634073"|"37030.8494691192"|60908|NULL
60909|"Southern Cone Mesopotamian savanna"|9|"Flooded Grasslands & Savannas"|6|"Neotropics"|"teow"|"26865.3690620356"|"26866.2864583936"|60909|NULL
61001|"Central Andean dry puna"|10|"Montane Grasslands & Shrublands"|6|"Neotropics"|"teow"|"254932.081281823"|"254929.643022742"|61001|NULL
61002|"Central Andean puna"|10|"Montane Grasslands & Shrublands"|6|"Neotropics"|"teow"|"211479.65202407"|"211478.27244754"|61002|NULL
61003|"Central Andean wet puna"|10|"Montane Grasslands & Shrublands"|6|"Neotropics"|"teow"|"116873.794334742"|"116873.581107046"|61003|NULL
61004|"Cordillera Central páramo"|10|"Montane Grasslands & Shrublands"|6|"Neotropics"|"teow"|"12119.7037345972"|"12119.7977559822"|61004|NULL
61005|"Cordillera de Merida páramo"|10|"Montane Grasslands & Shrublands"|6|"Neotropics"|"teow"|"2797.59997202992"|"2797.59056972665"|61005|NULL
61006|"Northern Andean páramo"|10|"Montane Grasslands & Shrublands"|6|"Neotropics"|"teow"|"29810.4990753159"|"29810.7539396828"|61006|NULL
61007|"Santa Marta páramo"|10|"Montane Grasslands & Shrublands"|6|"Neotropics"|"teow"|"1238.65916658945"|"1238.68952298689"|61007|NULL
61008|"Southern Andean steppe"|10|"Montane Grasslands & Shrublands"|6|"Neotropics"|"teow"|"124778.26186237"|"124778.65763591"|61008|NULL
61010|"High Monte"|10|"Montane Grasslands & Shrublands"|6|"Neotropics"|"teow"|"116566.891970168"|"116568.57309407"|61010|NULL
61201|"Chilean matorral"|12|"Mediterranean Forests, Woodlands & Scrub"|6|"Neotropics"|"teow"|"148168.252959567"|"148168.757878736"|61201|NULL
61301|"Araya and Paria xeric scrub"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"|"5138.38416518882"|"5138.89102686073"|61301|NULL
61303|"Atacama desert"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"|"104887.177934773"|"104887.274466546"|61303|NULL
61304|"Caatinga"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"|"731086.064666682"|"731085.034618328"|61304|NULL
61305|"Caribbean shrublands"|13|"Deserts & Xeric Shrublands"|6|"Neotropics"|"teow"|"2872.34605102046"|"2872.28619494281"|61305|NULL
